Case ID,beginning date,end date,exact date unclear,offline / online,website,mode,province,location,participants (offline),posts (online),interactions (online),led-by,issue,group,target,demands,repression type,concession type,link to other event,link to movement,verification tier,documentation,description
144,2022/06/29,,yes,offline,,group demonstration,Hebei,Yanjiao,10-99,,,,"delayed housing project, fraud",property buyers,"local government, property developer","refund, government intervention",,,,Real-name Complaints Movement,Tier 1,,"A group of homebuyers in Yanjiao collectively reported false advertising by developer of Fucheng Lixianghui, violating the contract by changing the apartment to a commercial office and failed to complete the project for half a year. The buyers negotiated with the developer many times without any progress. They demanded the government intervene to protect homebuyers' rights."
143,2022/06/25,,yes,offline,,group demonstration,Hebei,Tangshan,10-99,,,,land rights,rural residents,local government,land allocation,,,,Real-name Complaints Movement,Tier 1,,Koutouzhuang villagers accused the village council of failing to listen to the villagers and violating the law by refusing to allocate excess land to villagers under the age of 17.
142,2022/06/14,,yes,offline,,group demonstration,Guangdong,Dongguan,10-99,,,,fraud,tenants,property developer,"return assets, corporate accountability",monitoring,,,Real-name Complaints Movement,Tier 1,,"A group of mall shop tenants in Dongguan held banners to protest Dingfeng Real Estate Group's use of false advertisement, deceit and inducement to attract business, causing tenants to unwittingly sign an unfair three-year contract. Protesters also reported that the company did not return the renovation and utility deposits as scheduled. Tenants demanded the company return their rent and deposit."
141,2022/06/25,,no,offline,,group demonstration,Shaanxi,Xi'an,100-999,,,,school health and safety,urban residents,private educational institution,,"monitoring, state violence",,,,Tier 1,,"More than a hundred children at a Kid Castle in Xi'an got food poisoning from meals supplied by the school, yet the official investigation report was slow to be released. Parents went to the kindergarten, saw the disconnected CCTVs and poor sanitary conditions of the kitchen, and argued with the principal. Later clashed with police on the scene."
140,2022/06/17,,yes,offline,,group demonstration,Hebei,Hengshui,2--9,,,male,fraud,rural residents,local government,"return assets, government intervention",,,139,Real-name Complaints Movement,Tier 1,,"A group of villagers in Hengshui City collectively reported that Yin Zhihua, a loan officer in the village, defrauded villagers of millions of yuan. They demanded the government intervene and help return their assets."
139,2022/06/13,,yes,offline,,group demonstration,Hebei,Hengshui,10-99,,,female,fraud,rural residents,local government,"return assets, government intervention",,,140,Real-name Complaints Movement,Tier 1,,"A group of villagers in Hengshui City collectively reported that Yin Zhihua, a loan officer in the village, defrauded villagers of millions of yuan. They demanded the government intervene and help return their assets."
138,2022/06/09,,no,offline,,group demonstration,Sichuan,Chengdu,10-99,,,,fraud,investors,bank,"return assets, corporate accountability",,,,,Tier 1,,"A group of investors held banners in front of ICBC Chengdu Binjiang sub-branch to advocate for their rights, demanding the bank resolve disputes over wealth management products with investors and return investors' assets. The branch head shirked responsibility on the grounds that ""it's not the bank's business, go to the fund management company""."
137,2022/06/16,,yes,offline,,group demonstration,Hebei,Shijiazhuang,10-99,,,male,fraud,property owners,"local government, property developer",government intervention,,,,Real-name Complaints Movement,Tier 1,,"A group of shop owners in Lecheng accused the developer of false advertising, and the local court refused to file and investigate the case. While going to Beijing to petition, they were intercepted, brought back to Shijiazhuang, and tortured by police. The settlement later negotiated by the local government and the developer was not implemented. Shop owners demanded the government take the lead and protect their rights."
136,2022/06/19,,yes,offline,,group demonstration,Inner Mongolia,Hohhot,10-99,,,,fraud,property owners,"local government, property developer","refund, government intervention",,,,Real-name Complaints Movement,Tier 1,,"Discontent with apartment space that was smaller than the area indicated in the contract, homeowners of Keyday International negotiated with the developer multiple times for refunds but failed to reach an agreement. The district government, acting as an intermediary, was unable to solve the issue. The homeowners protested and demanded higher authorities intervene and deliver."
135,2022/07/01,,no,offline,,group demonstration,Sichuan,Chongqing,2--9,,,,fund withdrawal freeze,"policyholders, bank customers",insurance company,access to deposits,,,,Henan depositors movement,Tier 1,,"China Life Insurance Company Limited used a deposit promotion at Henan banks to attract more customers. After their deposits were frozen by the banks, policyholders went to the insurance company's Chongqing branch to protest and demanded the company return their money."
134,2022/06/27,,no,offline,,group demonstration,Hebei,Shijiazhuang,100-999,,,,"fraud, school district disputes",urban residents,private educational institution,"government intervention, policy change",,,,,Tier 1,,"A group of parents in Shijiazhuang gathered to protest a kindergarten's false advertisement. In 2020, the Shijiazhuang Education Bureau announced that the city’s kindergartens will no longer set up direct-to-primary classes. At that time, Dongfeng West Road Kindergarten assured parents their children could be promoted directly to primary school on the grounds that “the list of paying students has been filed with the government”. However, in June 2022, after the new policy, the school prohibited them from going straight to primary school and would not issue refunds. Parents demanded the government intervene."
133,2022/06/29,,no,offline,,group demonstration,Henan,Zhengzhou,2--9,,,,fund withdrawal freeze,bank customers,"local government, bank",,,,,Henan depositors movement,Tier 1,,"Several depositors whose deposits were frozen stood outside the People's Bank of China Zhengzhou branch, holding banners with sarcastic protest signs like ""Never knows the time of day, always tell us to wait at home until further notice"" and ""officials not putting the people first might as well go home to sell sweet potatoes."""
132,2022/06/28,,no,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,fund withdrawal freeze,bank customers,bank,access to deposits,,,,Henan depositors movement,Tier 1,,"With their deposits frozen, a group of depositors in Zhengdong New District held protest signs that read ""Henan banks give me back my deposit"" and ""Four village banks in Henan block depositors from withdrawing."""
