respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
186950,2,1,2/3/2021,1,6,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,1,2,2,2,2, ,3,1, ,2,2,2,2,2,3,1,1,1,1,2,1,2,12,1,2,2,2,50,5,2,4,4,2,2,1, , , ,1, ,10,1, ,9,9, , ,1,1.0036393,.934589
187090,2,1,2/3/2021,1,29,4,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,2,2,1,2,2,2,2, ,1, ,3,2,2,2,3,1,1,1,1,1,2,1,1,12,1,2,2,2,47,1,1,6,1,2,2,1, , , ,1, ,8,2, ,5,2, , ,2,1.1782515,1.0011556
187476,2,1,2/3/2021,1,8,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,2,2,2,2,1,2,3,1,3,2,2,2,12,1,2,2,1,40,1,1,4,1,2,2,1, , , ,1, ,8,3,1,3,2, , ,2,.8379908,.6959571
187518,2,1,2/3/2021,1,26,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,2,2,2,2,4,1,1,1,1,2,1,1,1,6,1,2,2,1,51,3,1,6,1,2,2,1, , , ,1, ,10,2, ,4,1, , ,1,.6029669,.7635732
187522,2,1,2/8/2021,1,54,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1, ,1,2,2, ,4,1,1,1,1,1,1,1,1,0, , , ,1,34,1,1,4,1,2,2,1, , , ,1, ,7,2, ,4,2, , ,2,1.441502,1.2276977
187529,2,1,2/5/2021,1,36,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,3,1,4,3,2,2, ,2,8,2,1,1,1,1,1,1,30,1,1,1,2,42,2,1,5,1,2,2,2, , , ,2, ,8,2, ,3,2, , ,2,2.0641838,1.5708197
187768,2,1,2/6/2021,1,34,4,S,2,1,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,2,1,2,2,2, ,3, , ,4,2,2,2,2,1,3,1,1,1,1,1,2,0, , , ,1,55,3,2,8,1,2,2,1, , , ,1, ,8,4,9,1, , , ,2,.4440338,.511873
187831,2,1,2/3/2021,1,16,1,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,1,1,2,2,1,1,1,2,4, ,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,10,1,1,2,1,27,4,1,5,1,2,2,1, , , ,1, ,8,1, ,5,2, , ,2,1.3772623,1.1451064
187835,2,1,2/3/2021,1,35,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,1,1,2,2,2, , ,5, ,3,2,2,2,3,3,2,1,1,2,1,1,2,25,1,1,2,2,54,1,2,5,5,2,1,1, , , ,1,1,9,1, ,2,2, , ,2,1.3736929,1.077609
187916,2,1,2/3/2021,1,21,1,R,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,2, ,1,2,2,2,2,8,1,1,1,3,1,1,1,0, , , ,1,55,1,1,5,3,2,2,1, , , ,1, ,5,1, ,6,2, , ,2,.6139404,.6446405
188149,2,1,2/3/2021,1,53,3,S,2,1,1,1,2,1,1,3, , ,1, , , , , , , , , ,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2, ,2, ,1,3,2,2, ,3,1,2,2,1,2,2,1,2,3,1,2,2,1,25,6,2,4,1,2,2,1, , , ,1, ,3,3,1,1, , , ,2,1.5475587,1.1704228
188193,2,1,2/3/2021,1,48,1,R,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1, ,2,1,2,1,1,1,2,1,1,4,1,1,2,1,27,6,2,3,1,2,1,5,7, , ,4,1,4,3,2,1, , , ,2,.9944984,.7771797
188395,2,1,2/3/2021,1,6,5,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,2,1,1,2,1,2,1,1,2,1,1, ,4,1,2,2,2,3,1,1,1,1,1,1,1,1,0, , , ,2,48,3,2,8,1,2,2,2, , , ,2, ,9,2, ,2,2, , ,1,1.1939551,1.1459723
188416,2,1,2/3/2021,1,26,4,U,2,1,2,2, ,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2, ,3,3,3,2,3,1,2,2,2,1,2,2,1,83,3,2,1,3,2,2,1, , , ,1, ,3,1, ,1, , , ,1,.8520909,1.3884518
188576,2,1,2/3/2021,1,6,5, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,2,2,1,1,2,2, ,1,3,4,5,2,2,2,2,3,2,2,2,2,1,1,1,2,1,2,1,1,33,1,1,6,1,2,1,1, , , ,1,1,9,3,1,5,2, , ,1,.7504104,.6615698
188847,2,1,2/4/2021,1,45,1,R,2,2,1,1,2,1,2, , , ,1,2,2,2,1,1,2,2, ,3,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,5,2, ,2,3,1,1,1,1,1,2,1,2,0, , , ,2,39,4,2,3,1,2,2,2, , , ,2, ,2,2, ,2,2, , ,2,2.4596811,2.1482023
188849,2,1,2/4/2021,1,26,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,1,1,2,2,2,2,2,2, , ,1,1,1,2,2,2,1,1,2,8,1,1,1,1,1,0, , , ,1,43,1,1,3,1,2,2,1, , , ,1, ,8,1, ,4,2, , ,2,1.7979002,1.3522218
188929,2,1,2/4/2021,1,8,2,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,2,2,1,2,1,1,1,2,2,3, , , ,3,2,2,2,4,3,2,2,1,2,1,1,2,2,1,2,2,1,45,1,2,3,1,2,1,1,7, , ,4,1,8,1, ,4,4, , ,1,1.3814145,1.0908039
188985,2,1,2/4/2021,1,13,4,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,2,1,2,2,3,2,5,3,1,2,2,1,1,2,1,1,1,1,1,1,1,50,1,1,1,1,22,6,2,4,1,2,2,2, , , ,2, ,3,3,2,3,3, , ,2,2.4596811,2.2723671
189015,2,1,2/4/2021,1,13,4,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,3,2,1,2, ,2,2, ,4,1,1,1,1,1,2,1,1,20,1,1,2,2,26,2,2,8,1,2,2,1, , , ,1, ,5,2, ,2,2, , ,2,1.3666559,1.152712
189062,2,1,2/4/2021,1,29,4, ,2,1,1,1,2,1,1,2, , ,9, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,2,2,2,4,3,3, ,4,9,9,9,3,1,2,1,1,1,9,1,9,25,1,1,1,9,99,9,9,99,99,9,2,1,6, , ,4, ,10,3,9,9,9, , ,2,.3634112,.3946651
189125,2,1,2/5/2021,1,53,3,U,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2,2,4,2,2,1,1,2,1,1,2,97,1,1,2,2,69,1,2,5,2,2,2,1, , , ,1, ,6,9,2,2,2, , ,1,.7310106,1.1628674
189153,2,1,2/4/2021,1,24,4,S,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,3,2,2,2,3,1,2,2,3,2,1,2,2,4,1,2,2,1,77,2,2,8,3,2,2,1, , , ,1, ,6,3,1,1, , , ,2,.388097,.4969179
189305,2,1,2/4/2021,1,6,3,S,2,1,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,2,2,1,2,3,1,2,2,40,1,2,2,1,80,3,2,4,3,2,2,1, , , ,1, ,2,3,1,1, , , ,2,.6055424,.6660438
189364,2,1,2/4/2021,1,12,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,2,1,2,2,2,1, ,2,1,2,3,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,60,1,2,6,3,2,2,1, , , ,1, ,8,1, ,2,2, , ,1,.6654044,.6669696
189418,2,1,2/4/2021,1,48,2, ,2,1,1,1,2,2,1,3, , ,1, , , , , , , , , ,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2, , , , , ,2,2, ,3,3,3,2,3,8,2,1,2,25,1,2,1,9,99,9,9,99,99,9,9,9, , , ,9, ,10,5,1,9,9, , ,9,.3288551,.3946651
189456,2,1,2/4/2021,1,29,4,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2, , ,2, ,2,2,2, ,2,3,2,1,1,8,1,2,1,96,1,2,2,1,58,3,2,3,1,2,2,2, , , ,2, ,2,2, ,4,3, , ,2,1.2645197,1.0510774
189582,2,1,2/4/2021,1,21,3,S,2,1,1,1,2,1,1,8, , ,1,1,1,2,1,1,1,2, ,4,1, , , , ,2,2,1,2,1,1,1,2,2,2,2, , ,2, ,4,2, ,2,2,1,1,1,1,1,1,1,1,0, , , ,1,60,1,2,3,1,2,2,1, , , ,1, ,4,1, ,3,3, , ,1,1.203727,1.0479668
189754,2,1,2/4/2021,1,37,2,S,2,1,1,2,2,2,1,2, , ,2, , , , , , , , , ,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,2,2, ,3,2,2,2,1,1,2,1,2,3,1,1,1,1,60,5,2,3,3,2,2,1, , , ,1, ,2,3,8,1, , , ,1,.6709656,1.0101948
189795,2,1,2/7/2021,1,40,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,2,2,2,2,2, ,5,2, ,3,2,2,2,1,1,1,1,1,8,2,2,2,4,1,2,2,1,75,1,2,8,3,2,2,1, , , ,1, ,9,2, ,2,2, , ,2,.3110796,.400566
189968,2,1,2/4/2021,1,48,4,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,1, ,1,2,1,1,4,1,3,1,1,1,1,1,2,7,1,2,2,1,41,6,2,4,1,1,2,3, , , ,3, ,3,3,1,2,2, , ,1,1.3409007,1.2311354
190093,2,1,2/5/2021,1,13,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2, , ,1, , ,2,2, ,3,2,1,1,1,1,1,1,2,3,2,1,1,1,63,1,2,5,3,1,2,1, , , ,1, ,8,3,1,3,3, , ,2,.6898532,.6588925
190096,2,1,2/4/2021,1,42,3,S,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,1, ,3,2,2,2,4,2,2,1,1,1,2,1,2,1,1,2,2,2,47,1,2,6,1,2,2,1, , , ,1, ,7,3,1,2,2, , ,1,.9633018,.9142472
190326,2,1,2/4/2021,1,29,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2, ,2,1, ,2,2,2, ,2,2,8,2,2,2,2,1,1,6,1,1,2,1,52,1,1,5,3,2,2,1, , , ,1, ,7,1, ,5,2, , ,2,.8816129,.7555762
190794,2,1,2/4/2021,1,25,5, ,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,1, , , , ,3,2,2,2,3,1,1,1,1,1,1,2,2,24,1,1,1,2,65,6,2,5,3,1,2,1, , , ,1, ,7,2, ,1, , , ,2,.857654,1.4730343
190886,2,1,2/4/2021,1,16,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2, ,2, , ,3,2,2, ,4,2,2,2,1,2,1,1,2,4,2,1,1,1,64,1,2,4,3,2,2,1, , , ,1, ,7,1, ,2,2, , ,2,.5865806,.6012734
190889,2,1,2/4/2021,1,35,3,U,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,1,1,1,1,1,2,1,2,10,1,2,2,2,55,1,2,8,1,2,1,1,7, , ,4,1,9,2, ,2,2, , ,1,.5079643,.5153045
190977,2,1,2/4/2021,1,44,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,2,2,2,2, ,2,2, ,2,2,2,2,4,2,8,3,2,1,2,2,2,10,1,2,2,1,29,6,2,3,1,2,2,1, , , ,1, ,10,4,8,1, , , ,2,1.2034041,1.050802
191159,2,1,2/5/2021,1,37,4,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,1,2,2,2,2,2, , , , ,1,2,2,2,3,2,1,3,1,1,2,1,2,10,1,2,2,1,99,1,2,7,3,1,2,1, , , ,1, ,7,3,8,2,2, , ,2,.4224291,.4585121
191212,2,1,2/4/2021,1,48,1,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,1, , ,1, ,2,2,1,2,4,1,3,1,1,1,1,1,1,0, , , ,2,44,1,1,5,1,2,2,2, , , ,2, ,5,2, ,5,1, , ,1,1.0827654,1.3248604
191304,2,1,2/4/2021,1,1,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,2,2,2,2,1,1,1,1,1,1,1,1,1,5,1,2,1,2,41,2,1,4,1,2,2,1, , , ,1, ,2,3,8,3,2, , ,2,1.0780812,.930063
191308,2,1,2/4/2021,1,12,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,2,2,2,1,1, , ,3, ,1,2,2,2,4,2,3,1,1,3,1,1,2,0, , , ,1,69,1,2,5,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,1,.5917705,.7140825
191329,2,1,2/7/2021,1,42,4,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,2,1,2,2,2, ,5,2, ,3,2,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,68,3,2,6,2,2,2,1, , , ,1, ,8,2, ,1, , , ,2,.4079458,.5547485
191628,2,1,2/5/2021,2,6,5,U,2,1,1,1,2,1,2, , , ,1,2,1,1,1,1,1,2, ,3,1, , , , ,2,1,1,2,1,1,2,2,2,1,2, ,2,1, ,2,2, ,1,2,2,2,1,2,2,2,2,2,0, , , ,1,22,6,2,2,2,2,1,2, , , ,2,3,2,3,2,4,4, , ,2,1.9258167,1.5331276
191755,2,1,2/4/2021,1,22,3,U,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,1, , , , ,3,2,2,2,3,2,1,1,1,2,2,1,2,1,1,2,2,2,76,1,2,8,3,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,.4566118,.7590112
191781,2,1,2/4/2021,1,48,5,U,2,2,1,1,2,1,1,5, , ,1,1,2,2,1,2,2,2, , ,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,5,5,2,2,2,1, , ,3,1,1,1,1,1,2,2,2,5,1,1,1,2,27,6,1,4,4,2,2,2, , , ,2, ,1,3,2,4,1, , ,2,2.4596811,2.2723671
191872,2,1,2/4/2021,1,55,3,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,2,1,1,2,2,2,1,1,2,1,2, ,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0, , , ,1,18,6,2,3,7,2,2,3, , , ,3, ,9,2, ,3,3, , ,1,1.0860456,.7913562
191946,2,1,2/4/2021,1,27,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,1,3, , ,1,2,2, ,3,1,1,1,1,1,1,1,1,40,2,1,2,3,53,1,2,4,4,1,2,1, , , ,1, ,7,2, ,2,2, , ,2,1.2106431,1.0092575
192104,2,1,2/4/2021,1,48,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2, , ,1, ,2,2,2, ,3,2,3,1,1,2,1,1,1,3,1,1,2,1,42,1,1,6,1,2,2,3, , , ,3, ,9,1, ,3,3, , ,2,.7645621,.6587048
192106,2,1,2/4/2021,1,17,1, ,2,2,1,1,2,1,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,2, , ,2,1,1,3,1,3,1,1,1,1,1,2,30,1,2,2,2,65,1,2,5,3,2,9,9, , , ,9, ,10,9,9,9,9, , ,9,.7847505,1.2286115
192347,2,1,2/4/2021,1,6,5,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,1,1,1,2,1,2,5,4,1,5,1,2,2,1,3,1,3,1,1,1,1,1,2,5,1,1,2,2,61,5,2,8,5,2,2,1,2,5, ,4, ,7,2, ,1, , , ,2,.7137897,.7531533
192355,2,1,2/5/2021,1,6,4,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,1, , ,2, ,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,65,5,2,5,3,2,2,1, , , ,1, ,7,2, ,1, , , ,1,.5964345,1.4113797
192425,2,1,2/4/2021,1,19,2,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2, , , , ,3,1,2, ,3,1,1,1,1,2,2,1,2,0, , , ,9,28,6,2,8,7,2,9,9, , , ,9, ,1,9,9,2,2, , ,2,.6171213,.4734135
192449,2,1,2/4/2021,1,37,4,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2, , ,1, ,3,2,2, ,2,2,1,1,1,2,1,1,1,25,1,1,1,2,44,3,1,8,1,2,9,9, , , ,9, ,8,3,2,3,1, , ,2,1.2029908,1.0129315
192492,2,1,2/4/2021,1,17,3, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,1,2,2,2,3,1,3, ,1,2,2,2,4,1,1,1,1,2,1,1,1,6,1,1,1,1,35,6,2,6,1,9,9,9, , , ,9, ,10,9,9,1, , , ,2,.847333,.6257813
192596,2,1,2/4/2021,1,37,3,U,2,2,1,1,5,2,2, , , ,1,2,2,2,2,2,2,1,not interested, ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2,4,8,8,8,8,8,1,2,2,3,1,2,2,2,93,5,2,6,3,1,2,1, , , ,1, ,10,1, ,1, , , ,1,.3339552,.7590112
192610,2,1,2/6/2021,1,26,3,S,2,1,2,1,4,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,3,3,3,3,3,1,1,2,0, , , ,1,92,1,2,4,2,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,.6368004,.719257
192642,2,1,2/4/2021,1,29,4,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1, ,4,1,3,5,2,2, ,3,3,1,1,1,1,1,1,1,97,1,2,1,2,45,1,2,5,4,1,2,1, , , ,1, ,5,1, ,2,2, , ,2,1.3563642,1.1574173
192738,2,1,2/5/2021,1,18,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2, ,3,1,2,3,2,2, ,4,1,1,2,1,2,1,1,2,10,1,1,2,2,31,6,2,6,1,2,2,1, , , ,1, ,6,2, ,1, , , ,2,1.3126502,1.0124383
192746,2,1,2/6/2021,1,13,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2, ,2,1, ,2,2,2, ,2,1,2,2,1,2,1,1,1,2,1,2,2,1,36,6,1,4,1,2,2,3, , , ,3, ,7,3,8,1, , , ,2,1.2873258,1.01436
192781,2,1,2/5/2021,1,51,3,S,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2, , ,3, ,1,2,2, ,2,1,2,1,8,2,2,1,1,3,1,2,2,1,25,6,2,4,4,2,2,1, , , ,1, ,8,1, ,3,3, , ,2,1.6197416,1.2548401
192882,2,1,2/4/2021,1,9,4,S,2,2,1,1,5,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,5, , ,1,1,1,3,1,2,2,1,1,2,2,2,12,1,2,2,2,65,6,2,3,1,2,2,2, , , ,2, ,2,3,8,1, , , ,1,2.4211672,2.2723671
192917,2,1,2/7/2021,1,12,2,S,2,1,1,1,4,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,3,2,2,2,2,3,2,1,2,2,1,1,1,10,1,1,2,1,66,1,2,2,3,2,2,1, , , ,1, ,4,1, ,4,4, , ,2,.9026836,1.0948105
192928,2,1,2/4/2021,1,36,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,1,2,2,1,5,3, ,2,2,2,2,4,2,2,1,1,1,1,1,2,70,1,1,1,1,49,1,2,8,1,2,2,1, , , ,1, ,10,3,1,2,2, , ,2,.7698291,.7379695
193094,2,1,2/6/2021,1,21,2,R,2,1,1,1,2,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,1, , , , ,1,2,2,2,3,3,2,3,2,2,1,1,2,5,1,2,2,1,66,1,2,3,1,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,.9026836,1.0948105
193218,2,1,2/6/2021,1,53,1,R,2,2,1,1,2,1,2, , , ,1,1,1,2,2,1,1,2, ,5,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,2,2, , ,1,2,2,1,1,1,2,1,2,0, , , ,2,50,1,2,4,2,2,2,1,5, , ,4, ,5,4,9,1, , , ,2,1.6109,1.4559888
193279,2,1,2/4/2021,1,26,4,U,2,1,1,1,2,2,1,1,1, ,1,2,2,2,1,1,8,2, ,8,2,2,2,1,2,2,2,2,2,1,2,1,8,1,2,2, , , , ,1,1, , ,2,2,2,1,1,1,1,2,1,5,1,2,1,1,25,6,2,3,8,2,2,2, , , ,2, ,10,3,2,9,4, , ,2,2.0488318,1.5665393
193324,2,1,2/4/2021,1,34,5,S,2,1,1,1,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,1,1,2,2,2,2,2,2, , , ,1,2,2,2,2,3,2,2,1,1,1,2,1,1,0, , , ,1,19,6,2,3,2,2,2,1, , , ,1, ,6,2, ,4,3, , ,1,1.0810492,.8886105
193765,2,1,2/4/2021,1,6,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,2,2,1,4,2,5, ,1,2,1,2,3,1,1,1,1,2,1,1,1,6,1,1,2,1,39,1,1,6,1,2,2,1, , , ,1, ,8,2, ,4,2, , ,2,.8392736,.7033231
193774,2,1,2/4/2021,1,6,5,S,2,1,1,1,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,2,2,2,1,2,1,1,2,25,1,2,2,1,67,1,2,6,2,2,2,1, , , ,1, ,9,1, ,3,3, , ,1,.352135,.4041579
194093,2,1,2/4/2021,1,12,3, ,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,2,2,2, ,4,2,2,2,1,2,2,2,1,0, , , ,1,30,1,2,99,1,2,2,4, , , ,4, ,10,3,2,9,9, , ,2,.8012618,.6149574
194638,2,1,2/4/2021,1,16,1,R,2,2,1,1,4,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2, ,3,1, ,2,2,2, ,3,2,2,1,1,1,1,1,2,15,1,2,2,2,67,1,2,5,3,2,2,1, , , ,1, ,5,1, ,2,2, , ,2,.6967596,1.1377143
194874,2,1,2/4/2021,1,36,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1, ,2,1,2,2, ,3,1,1,1,1,1,2,1,1,6,1,1,1,1,20,6,2,3,4,2,1,2, , , ,2,1,4,2, ,2,2, , ,2,.7940253,.5633021
194929,2,1,2/8/2021,1,45,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2, ,2,2, ,1,2,2, ,3,1,1,1,1,2,2,1,1,12,1,1,2,1,24,6,2,6,1,2,2,1, , , ,1, ,4,2, ,1, , , ,2,.5599382,.3946651
194933,2,1,2/4/2021,1,34,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2, , ,5, ,1,2,2, ,3,1,3,3,2,1,1,1,2,3,2,2,1,1,26,6,2,6,1,2,1,1, , , ,1,1,7,4,1,1, , , ,2,.7893324,.5923775
194935,2,1,2/4/2021,1,36,5,S,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,4,2,2,2,3,1,1,1,1,1,1,1,2,3,2,2,1,1,62,3,2,8,1,2,1,1, , , ,1,2,8,4,1,1, , , ,1,.3110796,.3946651
195068,2,1,2/4/2021,1,21,2,R,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,3, ,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,55,1,9,4,4,1,2,1, , , ,1, ,10,1, ,9,9, , ,2,1.0370493,1.0560664
