Entity,Code,Year,$40 - total number of people above poverty line,$30-$40 - total number of people between poverty lines,$20-$30 - total number of people between poverty lines,$10-$20 - total number of people between poverty lines,$6.85-$10 - total number of people between poverty lines,$3.65-$6.85 - total number of people between poverty lines,$2.15-$3.65 - total number of people between poverty lines,$1-$2.15 - total number of people between poverty lines,$1 - total number of people below poverty line
Thailand,THA,1996,1059280,809078,2556512,11302655,10696908,21799789,10050233,1831372,24363
Thailand,THA,1998,919630,917239,2956190,12290626,11167650,21571634,10422491,1331266,8377
Thailand,THA,1999,886454,1059148,2810197,10702756,10536608,22045501,11796781,2461124,0
Thailand,THA,2000,823932,855090,2756651,11326810,10018991,22366950,12306574,2465321,32320
Thailand,THA,2002,1111658,1118172,3104699,13754052,12406809,22042941,9403598,1067857,59307
Thailand,THA,2004,1704831,1266161,3850511,16494618,12859341,20885566,7163618,749590,21067
Thailand,THA,2006,2025589,1967167,5283681,18705609,13556691,18573819,5088010,609578,2396
Thailand,THA,2007,1828524,1906607,5353504,19814352,14217699,18599106,4103766,354668,3838
Thailand,THA,2008,2030801,2216780,6160500,20377138,13966324,18273013,3303858,201591,975
Thailand,THA,2009,2087527,2391466,6617420,21715161,14104809,16919183,2865955,165047,266
Thailand,THA,2010,2487409,2501646,6671448,22246769,14863874,15812993,2432666,178227,0
Thailand,THA,2011,2290831,2259705,6721479,24658143,16092815,14108100,1338989,48317,0
Thailand,THA,2012,2936235,3067788,8209278,23890206,14459642,13706227,1488364,78229,0
Thailand,THA,2013,2904325,3127086,8867227,24868495,15103457,12048564,1183918,41447,0
Thailand,THA,2014,2756780,3190152,8960390,25652079,15053928,11862039,901608,61772,0
Thailand,THA,2015,2980553,3356585,9363804,27917358,15065261,9469856,529124,17822,14156
Thailand,THA,2016,3154792,3569644,9224791,26964711,15210767,10168635,653042,24931,0
Thailand,THA,2017,3256286,3599187,9888265,27246957,14764133,9887060,542260,25669,0
Thailand,THA,2018,3216129,3662595,9662528,26812999,15236402,10181416,634075,22310,0
Thailand,THA,2019,2922585,3589302,10060709,28606218,15293149,8749228,338220,66170,0
Thailand,THA,2020,3147867,3817575,10542861,28680740,14410336,8730773,437254,32572,0
Togo,TGO,2006,505,523,10459,94908,198975,767742,1176189,2435712,1077868
Togo,TGO,2011,1357,4857,16282,145018,260086,950770,1333405,2275341,1608823
Togo,TGO,2015,0,4686,15186,138233,264374,1232988,1662499,2627547,1377649
Togo,TGO,2018,15450,20785,80098,503388,644857,2146163,2263896,1930370,284088
Tonga,TON,2000,1688,1973,7482,31815,21541,24827,5604,2874,158
Tonga,TON,2009,1558,1926,6755,29586,23018,30999,8744,1168,143
Tonga,TON,2015,1954,2293,6790,26778,27343,26771,7738,1113,0
Trinidad and Tobago,TTO,1988,108163,86387,191282,403485,170408,176125,68300,0,0
Trinidad and Tobago,TTO,1992,32650,40223,131915,422059,236647,256548,90861,22715,3067
Tunisia,TUN,1985,67548,58408,174836,947232,1147734,2442682,1590503,845794,54853
Tunisia,TUN,1990,54643,57340,205217,1398794,1566286,2744271,1510959,649853,55146
Tunisia,TUN,1995,83800,100474,297012,1499579,1605924,2969466,1703988,827492,37665
Tunisia,TUN,2000,139520,138120,415928,2064957,1982167,3056684,1485819,410555,14597
Tunisia,TUN,2005,126513,170909,549935,2675719,2325065,2970955,1028134,245966,13582
Tunisia,TUN,2010,170913,231874,897213,3581613,2451013,2512504,631009,155462,3644
Tunisia,TUN,2015,238233,368944,1282787,4662915,2620688,1759195,231530,15659,0
Turkey,TUR,1987,984325,877866,2666930,12838848,10926626,15928427,5775146,1007220,95542
Turkey,TUR,1994,1194122,1106235,3323448,15324894,11964385,16313155,6639074,1577219,121677
Turkey,TUR,2002,1756729,1363895,4687569,18026769,14012020,17317944,6609502,1370929,0
Turkey,TUR,2003,1683299,1399319,4120522,17136512,13996297,18073220,7132097,2548136,0
Turkey,TUR,2004,2367256,2407435,6671989,22330790,12615812,14015438,5252845,1349365,0
Turkey,TUR,2005,3139252,2300965,6451419,23789812,12913076,12842494,4877049,1559942,29452
Turkey,TUR,2006,2742239,2717267,8073615,24843705,12542361,12368088,4252382,1217152,0
Turkey,TUR,2007,2927309,3358356,9323640,26252330,12206724,11030034,3575182,908279,0
Turkey,TUR,2008,3724880,3877350,10548594,27625372,11413019,9315463,3516106,337991,59837
Turkey,TUR,2009,4059034,4019706,9662519,28086453,11819235,10284271,2876396,513792,0
Turkey,TUR,2010,4022608,3921210,11024296,28385839,11801508,10019675,2592212,559644,0
Turkey,TUR,2011,5667247,4434193,11492654,28567005,11627080,8690728,2869218,95129,0
Turkey,TUR,2012,6394462,4908113,12072053,28861093,11358706,8687118,2300030,69471,0
Turkey,TUR,2013,6581809,5706087,13039540,29100338,11041549,8374653,1855140,226338,0
Turkey,TUR,2014,7803015,5779603,13036155,29364146,11682187,7853252,1552829,158075,0
Turkey,TUR,2015,7502623,5828548,12895155,29788539,11753872,8785446,1808455,162829,3946
Turkey,TUR,2016,9020666,6595088,13721175,29417016,11813775,7959074,1139249,161825,0
Turkey,TUR,2017,9182603,6940481,14678204,30507552,10966572,7619127,1109446,112466,0
Turkey,TUR,2018,9664981,6741407,14645438,31676840,10605693,7835713,1136755,33263,0
Turkey,TUR,2019,10070127,7507688,14499699,30465055,10365289,8676054,1544840,300855,0
Turkmenistan,TKM,1998,5823,6550,10189,111720,251824,887936,1236560,1517860,385015
Tuvalu,TUV,2010,122,83,325,1956,2080,3898,1676,381,0
Uganda,UGA,1989,168,1248,55621,314844,488778,2160338,3783628,5934578,4023838
Uganda,UGA,1992,12119,17629,66660,187872,317409,1642352,4093147,8182804,4041676
Uganda,UGA,1996,4710,9040,23557,247415,498202,1950597,4641757,9659250,3998289
Uganda,UGA,1999,7958,10958,88990,223283,526213,1881486,4451703,10193276,5568539
Uganda,UGA,2002,23876,30758,72539,416943,623659,2364019,4847896,11256255,5531316
Uganda,UGA,2005,26563,34297,86827,566345,873969,3612912,6417885,11833159,4232633
Uganda,UGA,2009,31461,115019,217766,1049794,1330102,5036115,8957088,11873880,2799871
Uganda,UGA,2012,37031,48582,195440,1373800,1965664,7152598,10810851,11049725,1925009
Uganda,UGA,2016,49654,54575,284051,1415569,2185822,7432627,11284429,14297946,2644500
Uganda,UGA,2019,64396,45091,209513,1282417,2354238,8472615,13156130,15439576,3245611
Ukraine,UKR,1992,56324,102938,571011,8660334,13457604,20787521,6477285,1878121,159262
Ukraine,UKR,1993,59848,113710,648350,8235041,13144547,22801967,6160321,951578,63838
Ukraine,UKR,1995,415974,413878,1320249,8142505,10314802,18112633,9134904,3240910,416945
Ukraine,UKR,1996,164379,182642,703175,5515813,9049952,21150038,10611548,3314967,365286
Ukraine,UKR,1999,20124,30312,115188,1497439,4625694,21094496,16465772,5544163,280812
Ukraine,UKR,2002,34998,80789,531246,6581517,11118730,21660649,6910911,1273231,10399
Ukraine,UKR,2003,48540,198350,793605,8472362,12431273,20879316,4445145,525168,19190
Ukraine,UKR,2004,91114,227697,1118735,11671499,13529014,16898470,3473953,441144,0
Ukraine,UKR,2005,187868,380229,2306961,15824032,13782278,12781350,1655534,186919,0
Ukraine,UKR,2006,409081,472723,2677674,17218095,13570487,11162791,1201863,75072,0
Ukraine,UKR,2007,183412,316879,2072727,17188159,14459536,11290443,950745,47454,0
Ukraine,UKR,2008,275195,627595,3194887,20997741,13437315,7309457,403592,12407,0
Ukraine,UKR,2009,142510,388093,2302320,19351167,14991532,8416914,428872,31923,0
Ukraine,UKR,2010,156943,532681,2900084,21820236,13496506,6770491,188049,5751,0
Ukraine,UKR,2011,182518,576178,3137682,22975993,13154742,5435846,237940,5187,0
Ukraine,UKR,2012,215178,705081,3891218,23438366,12339842,4819854,131896,51907,0
Ukraine,UKR,2013,360388,881320,4280426,25693811,10432852,3712715,126128,2008,0
Ukraine,UKR,2014,253138,595752,3853412,24982707,11514161,3967829,99598,5558,0
Ukraine,UKR,2015,203705,574102,2566180,20792319,14252683,6361527,347883,55637,0
Ukraine,UKR,2016,172113,505127,2751714,21500460,13141256,6604691,285051,44261,0
Ukraine,UKR,2017,406385,725607,3899012,23029406,11940560,4561696,254023,14446,0
Ukraine,UKR,2018,411349,1027530,4306104,23598404,11097145,3976054,201499,4433,0
Ukraine,UKR,2019,780251,1312325,5647031,25019635,8476514,3009522,140925,0,0
Ukraine,UKR,2020,486378,1228405,5035434,25364890,8902608,3035999,68257,12722,0
United Arab Emirates,ARE,2013,6760296,885430,852565,699617,0,0,0,0,0
United Kingdom,GBR,1969,2772759,4159140,9010348,25366941,9845759,4011319,145581,0,129903
United Kingdom,GBR,1974,6611454,7314107,15600660,23051147,2671265,847926,0,133415,0
United Kingdom,GBR,1979,7879130,8294793,17294675,19825604,2121422,551139,153949,0,126239
United Kingdom,GBR,1986,10061268,9636056,16154933,17008483,2279262,841045,137568,284517,278264
United Kingdom,GBR,1991,16367036,9618914,14213115,14078571,2148682,712201,148101,0,138277
United Kingdom,GBR,1994,19388408,10557854,14034624,12293646,1014144,288656,145700,0,142713
United Kingdom,GBR,1995,19727144,10589515,14068566,12039190,1015313,294921,140992,0,143389
United Kingdom,GBR,1996,21376553,10620246,13812413,10907478,1015454,291502,0,143304,0
United Kingdom,GBR,1997,22307639,10935626,13411103,10352796,874650,290951,0,144189,0
United Kingdom,GBR,1998,23982271,10818647,12867658,9652763,728607,293575,0,0,143620
United Kingdom,GBR,1999,24793927,11004111,12469231,9389127,586095,294130,0,0,145845
United Kingdom,GBR,2000,27385785,11044056,11924356,7659961,585827,146386,0,0,146143
United Kingdom,GBR,2001,28822044,11086119,11529094,6946584,292649,148583,153769,0,140831
United Kingdom,GBR,2002,29389229,11281962,11426791,6383969,446170,146369,151749,0,144240
United Kingdom,GBR,2003,30420912,11183678,11035827,6118979,442593,297678,0,0,147910
United Kingdom,GBR,2004,29526273,10961000,11183473,6712196,731451,492609,158154,81372,141377
United Kingdom,GBR,2005,30571540,10905762,10793753,6607027,707498,360999,138611,101752,214264
United Kingdom,GBR,2006,32926645,11100700,10046346,5570491,621409,347372,113414,45327,75116
United Kingdom,GBR,2007,34348596,11298471,9401729,5317052,397519,226038,169446,52268,111344
United Kingdom,GBR,2008,31624617,12221132,11014499,5809086,481045,276971,197374,59486,122785
United Kingdom,GBR,2009,32331448,11153587,11573419,6240557,485461,319842,64438,15679,91839
United Kingdom,GBR,2010,32317138,10905136,12673219,5719741,498946,434361,115318,40938,61568
United Kingdom,GBR,2011,32465396,11296378,12261227,6086006,600353,216267,93471,81152,158560
United Kingdom,GBR,2012,32501751,11287867,12775720,6374464,330768,264858,57186,12962,94639
United Kingdom,GBR,2013,33712774,11372297,11685942,6379341,651833,177160,46576,45192,57158
United Kingdom,GBR,2014,34330379,11432203,11462520,6530597,350757,299656,69155,68179,58852
United Kingdom,GBR,2015,34730555,11654931,12310148,5255280,576543,379730,113013,17714,78305
United Kingdom,GBR,2016,37433926,11420368,10635209,5376417,305181,221194,81342,43861,94095
United Kingdom,GBR,2017,37977137,11092702,10407068,5399685,522277,339356,114817,95196,110621
United States,USA,1974,109627228,38480536,35297052,20836566,4827923,2646215,564630,517235,1056615
United States,USA,1979,128847356,36568841,32634711,21378950,2251050,1687028,563683,0,1123381
United States,USA,1986,141087258,34212148,31220537,25815168,4198653,1799656,601346,600291,597943
United States,USA,1991,150528425,34148461,33524132,27196372,3794900,1893515,631840,633716,629639
United States,USA,1992,151345177,35269845,33993171,27570309,3851438,2560388,646490,637452,639730
United States,USA,1993,150753259,35751957,35084032,29234938,4547179,2602482,646445,0,1298708
United States,USA,1994,155903268,36180927,36181562,26318303,3937805,2638269,650781,0,1315085
United States,USA,1995,159766862,37281159,36618032,24626941,3995460,1998492,659714,0,1331340
United States,USA,1996,162312475,37051216,36361258,26262752,3369398,2020365,0,672838,1343698
United States,USA,1997,168369283,36805538,36129147,23857508,3423650,2029505,0,681283,1361086
United States,USA,1998,176550076,35169149,33794558,22758618,3447944,1376133,691833,687838,1377851
United States,USA,1999,181381867,34875930,33493637,22313970,2790730,2096490,0,698065,1389311
United States,USA,2000,184817428,35974671,33859886,20457514,2820950,1411114,705772,705291,1409785
United States,USA,2001,185946970,36333484,33480698,21374860,2861985,2126183,709483,0,2135292
United States,USA,2002,188394573,35955133,33075500,22292998,2886267,2145882,720769,0,2154071
United States,USA,2003,190027657,36263950,33356334,21770569,2892510,2172642,730677,717884,2175710
United States,USA,2004,194716545,35869033,32207394,21236278,2922312,2195339,730689,743179,2184529
United States,USA,2005,197259142,35461256,33984184,19952662,3695307,1475124,734551,739192,2215181
United States,USA,2006,199170729,36553222,32821647,20893288,2973899,2241167,745416,745487,2235057
United States,USA,2007,202581166,35396131,32384263,22587302,3017807,1499724,752832,754729,2257253
United States,USA,2008,199185121,38769337,34214161,22806639,3038525,2279998,760008,0,3040177
United States,USA,2009,202474813,39115654,36040287,20710491,3065113,1537334,762005,768440,2297392
United States,USA,2010,201835966,39442588,36347224,21649991,3869920,2320861,768167,0,3092426
United States,USA,2011,200977451,40502160,38166775,21813867,3892200,2338098,780285,786626,2326019
United States,USA,2012,204024867,39236438,38447142,22753387,3139370,2359648,782805,781765,2352240
United States,USA,2013,204664681,40286489,39509632,22121763,3158370,2375125,797624,777652,2368611
United States,USA,2014,204566150,42183979,39800616,22285924,3182246,1593923,797015,800420,3176056
United States,USA,2015,212494170,41693266,37688149,19242422,2409045,3205309,0,809924,3196709
United States,USA,2016,222122449,38769190,34719319,18581024,2426872,2421179,802972,0,3228750
United States,USA,2017,224352262,38184522,34953515,18692333,2447803,1615891,812026,815417,3248359
United States,USA,2018,233690005,35956783,31871823,17153141,2447754,1634724,816267,819774,2447928
United States,USA,2019,242148776,33650577,30368504,14785221,1636848,1637853,821598,821519,2459057
Uruguay,URY,2006,311224,211955,452278,1068708,538587,594620,129273,17038,1720
Uruguay,URY,2007,364311,240078,493618,1065621,514295,534372,106765,11514,1179
Uruguay,URY,2008,431782,270086,558769,1102588,484851,417060,67483,6632,970
Uruguay,URY,2009,486469,311042,582749,1081611,433493,379846,65013,8407,1046
Uruguay,URY,2010,497991,314115,589943,1097904,454591,350661,48387,4485,1196
Uruguay,URY,2011,571662,360348,674794,1092772,381860,242818,39975,3789,908
Uruguay,URY,2012,588762,398949,707495,1084399,335078,219992,38577,4982,741
Uruguay,URY,2013,616888,407685,742811,1050802,321493,213492,30359,5143,763
Uruguay,URY,2014,685336,445057,754821,1006335,294168,186480,23024,4569,649
Uruguay,URY,2015,704058,460081,756549,994463,293836,176353,21563,4183,927
Uruguay,URY,2016,678991,446919,766455,1034532,304238,169333,20511,2298,862
Uruguay,URY,2017,729267,457507,791596,1022647,277852,142298,13198,1622,658
Uruguay,URY,2018,716824,452716,765883,1053380,290241,155485,12835,784,1142
Uruguay,URY,2019,695026,451310,772297,1053082,314237,156944,15302,2637,896
Uruguay,URY,2020,600286,421783,749031,1103830,349180,219074,23491,5115,1937
Uruguay - urban,,1981,238417,188394,431691,882586,341156,329884,104870,0,0
Uruguay - urban,,1989,291813,229086,512178,977095,356257,280243,72285,15870,2694
Uruguay - urban,,1992,340798,269010,562339,989311,352196,239324,58412,13425,2432
Uruguay - urban,,1995,383786,286775,579984,1013161,335103,249593,55318,13425,2178
Uruguay - urban,,1996,368018,270102,572404,1046336,350602,262710,62172,14378,3038
Uruguay - urban,,1997,367593,270708,583061,1041643,362619,281067,57034,15080,1846
Uruguay - urban,,1998,435587,299389,591429,998458,329118,283118,53215,17082,2272
Uruguay - urban,,2000,411908,283587,572552,1018907,386755,306677,54684,18530,1485
Uruguay - urban,,2001,435198,276923,531611,991300,400592,348219,70397,14528,741
Uruguay - urban,,2002,354583,235488,484944,977538,456153,449746,100896,18907,633
Uruguay - urban,,2003,238002,183214,394807,1000061,512947,599892,131337,23155,1873
Uruguay - urban,,2004,249955,182164,411309,973512,497191,576532,168985,30557,1368
Uruguay - urban,,2005,262915,195186,432546,1024100,480098,525881,152433,26307,404
Uzbekistan,UZB,1998,4521,4522,44972,377952,587562,3074872,5670570,8292245,5993784
Uzbekistan,UZB,2000,1258,2337,6292,62787,166409,988104,3134929,11310807,8977477
Uzbekistan,UZB,2002,0,1718,8025,80745,110912,1189535,3326042,13568809,6986064
Uzbekistan,UZB,2003,0,5147,7720,41663,168609,1083883,3244833,12240092,8775703
Vanuatu,VUT,2010,529,796,1929,17866,29982,86020,64487,31984,2623
Vanuatu,VUT,2019,206,390,2456,22644,45794,123569,74836,28550,1437
Venezuela,VEN,1981,1245927,724222,1523148,3791510,2250558,3166957,1853560,1041996,0
Venezuela,VEN,1987,1284015,777579,1646404,4242682,2651208,3930797,2418193,1281855,0
Venezuela,VEN,1989,698427,673991,1869839,6207865,3459080,3947044,1290907,469748,549573
Venezuela,VEN,1992,611685,614079,1717261,6290519,4127996,4796435,1469269,495610,434840
Venezuela,VEN,1995,467451,397000,1228635,4764738,3853170,5934363,3108393,1497098,680239
Venezuela,VEN,1998,626851,522111,1428152,5313765,4138142,5916335,2913778,1364548,1064885
Venezuela,VEN,1999,488508,447842,1245753,4723035,4226407,6457367,3341759,1791176,1017988
Venezuela,VEN,2001,524440,528712,1413145,5303872,4249118,6782230,3308465,1637892,898597
Venezuela,VEN,2002,356561,356957,1071441,4281282,3805848,7052625,4063907,2463813,1647973
Venezuela,VEN,2003,190747,240006,799598,3661367,3528039,7387405,4722920,2977035,2044507
Venezuela,VEN,2004,283879,315354,955976,4327876,4134287,7522731,4138714,2465890,1851887
Venezuela,VEN,2005,507739,514834,1367279,5841845,4666705,6731134,3008344,1591548,2203017
Venezuela,VEN,2006,762125,700776,2202879,7568733,5192936,6265867,2242446,1008181,906247
Vietnam,VNM,1992,0,20814,136778,1489686,2393607,12866012,22030109,28845199,3101283
Vietnam,VNM,1997,34559,66019,365244,2972935,5064201,19759799,30058064,17967539,844852
Vietnam,VNM,2002,33952,40193,343219,3601036,5026180,19003210,29075823,23032456,1378337
Vietnam,VNM,2004,24402,135567,524519,4866211,7599532,24941718,28240347,15576815,1153708
Vietnam,VNM,2006,62712,62008,840108,6103908,10033238,29782152,25123993,11844751,764675
Vietnam,VNM,2008,103570,195041,882344,7340190,10712730,32792293,24609888,9165176,442192
Vietnam,VNM,2010,1297766,992705,4258569,20658020,19645901,28789811,9799787,2430351,94745
Vietnam,VNM,2012,919476,1283729,4298019,24962636,21786300,27379448,7681460,1473346,17512
Vietnam,VNM,2014,1025883,1434974,4913603,28914240,23438492,23904233,6328814,1740275,13336
Vietnam,VNM,2016,1587379,2201320,7670657,34187116,22590952,19378152,4841763,1137553,45543
Vietnam,VNM,2018,2423044,3136296,9483023,38674329,20581021,16159926,3911728,1135001,41591
World,OWID_WRL,1990,419094289,190685040,280138609,467140789,286369641,662623609,977783065,1526128522,470099080
World,OWID_WRL,1991,424333282,191320037,271881801,467826036,291433116,694977798,1021327620,1535734391,469305737
World,OWID_WRL,1992,427198677,191157091,263374610,460421746,303416328,749876109,1068956571,1531862917,458225343
World,OWID_WRL,1993,429413241,189242486,256306057,451583905,313632828,811286618,1115098657,1527670368,445423849
World,OWID_WRL,1994,446152880,191299868,257645627,445441120,319792569,856130919,1179880217,1514683927,412717470
